ParticipantID,edu,eduother,engnative,engyrs,politics,religion,age,ethnicity,gender,comments,VICTIM_PERP,Condition,tainted,harmed,disobeyed,resilience,Blame
R_3Iazge53hNBLNMJ,3, ,1, ,4,5,51,asian,2, ,v,continuo,0,7,7,5,0
R_1Ox9R0vL2BohFkZ,2, ,1, ,6,5,51,African American,2,No,v,contagio,7,7,7,5,0
R_263Ba5L8lfez0RA,4, ,1, ,7,1,51,caucasian,2,"Thanks for the opportunity, and good luck with your research.",v,contagio,0,4,3,4,0
R_3dYQ8h6LQHicRQg,7, ,1, ,5,1,51,white,2,None,v,contagio,1,7,7,2,0
R_3I6H20bLVNvnnLN,4, ,1, ,6,2,51,white,2, ,v,isolate,2,5,2,4,2
R_xc2KJNyZS94ahC9,3, ,1, ,5,2,51,white,2,no,v,partial,6,7,7,4,0
R_3e3KXNAJQ9kc02s,4, ,1, ,4,1,51,white,2, ,v,partial,3,7,1,5,0
R_3O3yIanaypjx9s0,4, ,1, ,4,6,51,White/American Indian,2,"Just because someone requires help or medication after a traumatic life event, it doesn't make them weak.  It shows courage to get help.  Thank you for allowing me to take part in your study.",v,partial,7,7,7,6,0
R_25Rgx4x4RMSclrJ,7, ,1, ,6,1,51,white,2, ,v,temporar,0,6,7,4,0
R_3PXMR7LFuzfFRid,4, ,1, ,7,1,50,white,2, ,p,continuo,3,6,4,1,0
R_33a38Bo6eACxH1h,7, ,1, ,6,1,50,white,2,no,p,contagio,3,6,3,7,0
R_2Y5G47cOjB2a9HU,5, ,1, ,4,4,50,caucasian,2, ,p,contagio,5,0,0,5,7
R_T0ignG0qVHK0yJz,4, ,1, ,6,1,50,White,2, ,p,isolate,4,4,6,5,5
R_r8CNSJeyhQycgmZ,7, ,1, ,4,7,50,Mostly African ancestry,2,Thank you.,p,partial,5,2,0,3,7
R_3qR8w2PgkdeWQru,4, ,1, ,4,4,50,multi-American (white),2,no,p,temporar,3,2,1,5,6
R_2ZTW2eTx2WTri9y,4, ,1, ,2,6,50,White,2, ,p,temporar,3,3,3,3,7
R_ZJN1UlMYWcrBmTv,3, ,1, ,5,4,50,white,2,None,p,complete,3,0,0,4,7
R_2y731trBjBUMDaM,3, ,1, ,6,6,50,White,2, ,p,complete,6,0,1,4,7
R_1Fg0VklFcMKCGbA,4, ,1, ,2,6,50,white,2, ,p,complete,6,1,1,3,7
R_1jAKPEfra2RBaVY,4, ,1, ,1,4,50,white,2, ,p,complete,3,0,0,2,7
R_2sU3BXj0dI5Cgky,5, ,1, ,5,1,50,White,2, ,v,continuo,0,7,7,5,0
R_26bi3Qkme0srZxa,3, ,1, ,4,4,50,WHITE,2, ,v,continuo,5,6,7,3,0
R_31ZT0lPzc9Cyfl7,3, ,1, ,5,1,50,WHITE,2, ,v,continuo,7,7,7,0,0
R_bJwge5CWUPRz8qd,2, ,1, ,3,5,50,White,2, ,v,contagio,0,4,4,4,0
R_296P7ai0fHcMMhU,4, ,1, ,4,1,50,white,2, ,v,contagio,4,6,6,4,0
R_3G2qSLCVMmZLn9c,4, ,1, ,2,7,50,White,2, ,v,contagio,0,4,5,3,0
R_zZ83sVTjst4vc41,3, ,1, ,6,1,50,black and white,2, ,v,contagio,6,5,7,3,0
R_u8hB5w64e7s8FPP,2, ,1, ,2,6,50,White,2,No,v,contagio,0,5,0,2,0
R_9oveZx9e2XhmaaZ,2, ,1, ,6,4,50,White,2, ,v,isolate,7,7,7,4,0
R_3p69Y5uZoh4ZxRo,4, ,1, ,5,6,50,Caucasion,2,no,v,partial,2,5,6,5,0
R_2rrACIrU7U6KKdE,5, ,1, ,7,1,50,American,2, ,v,complete,7,7,7,7,0
R_2scFoaKpvdAnwMZ,4, ,1, ,2,6,50,American,2, ,v,complete,0,3,0,3,0
R_2uO4jzoXEbEOR6B,2, ,1, ,6,1,50,white,2,no,v,complete,1,3,4,2,0
R_3EjG0ErTy9ybNZv,3, ,1, ,3,6,49,white,2,No.,p,continuo,4,1,0,5,7
R_2SjhLAqc7Y92TGg,3, ,1, ,1,7,49,white,2, ,p,continuo,0,0,0,2,7
R_3qCik2GLK6WBFZp,3, ,1, ,6,1,49,mixed white native american,2,none thank you,p,contagio,5,0,0,1,7
R_2xxEcvfmKX3f2I5,3, ,1, ,4,4,49,Caucasian,2,no,p,partial,0,0,0,4,7
R_3oNt8Wn5V4EytZ6,6, ,1, ,7,1,49,CAUCASIAN,2,The questions didn't make much sense paired with the brief description of the incident.,p,partial,1,1,2,1,7
R_2P0zeAKWPzsnXgE,2, ,1, ,3,6,49,White,2, ,p,temporar,4,3,3,4,7
R_2101OniiuPr8msn,4, ,1, ,3,5,49,white,2,no,p,temporar,5,0,0,3,7
R_RQE1HMMbATJYluF,6, ,1, ,6,1,49,Asian,2,none,p,temporar,1,0,0,2,7
R_1dF97tzT3Nt68S5,4, ,1, ,1,7,49,White,2, ,p,temporar,4,0,0,2,7
R_C1Va3ghNd0qSpKp,3, ,1, ,4,5,49,african american,2,no,p,temporar,5,0,0,2,6
R_3qUrDQKJHmuARWz,5, ,1, ,7,6,49,African American,2, ,p,temporar,2,1,3,2,0
R_tRnLnR73d4dJMJ3,4, ,1, ,6,5,49,Black,2,No,p,complete,0,0,0,4,7
R_1oCpDl7V5YldFFS,5, ,1, ,1,7,49,white,2,n/a,p,complete,5,0,0,4,7
R_6QlcstTB1eXqcWR,4, ,1, ,5,3,49,caucasion,2,no,p,complete,4,2,0,3,6
R_3HTepwQjqFMPiBo,4, ,1, ,2,7,49,white,2, ,v,continuo,2,7,7,6,0
R_2vizuzUtjNpHW82,4, ,1, ,3,6,49,White/caucasian/european,2, ,v,continuo,0,6,7,4,0
R_3m8K5R6H1msjXp0,4, ,1, ,2,1,49,caucasian,2,N/A,v,isolate,7,6,7,5,0
R_8H3Oo8Oy2JxGc6d,1, ,1, ,2,2,49,White,2, ,v,isolate,4,5,6,4,0
R_2uPuAYL4AaIPuiA,4, ,1, ,4,5,49,White,2, ,v,partial,7,7,7,6,0
R_1rCgsqbY3bCdCSm,6, ,1, ,4,4,49,Asian American,2,N/A,v,temporar,7,7,7,7,0
R_2VqHKeblw14Bvlg,4, ,1, ,4,5,49,american,2,no,v,temporar,5,6,6,4,0
R_rcgn0Pu5R5ZGI49,4, ,1, ,1,6,48,white,2,NO,p,contagio,6,2,7,6,7
R_3rZJx3sHlks9Qm4,4, ,1, ,4,7,48,white,2,no,p,contagio,0,0,0,0,7
R_D11GGmmYQJEBNQZ,3, ,1, ,6,1,48,White,2, ,p,isolate,5,0,0,4,7
R_3elSI9dcqSEif9o,3, ,2,12,6,6,48,Latina,2, ,p,partial,6,5,6,5,7
R_3PRB3YLkH0JRV03,4, ,1, ,6,5,48,Black,2,none thanks,p,temporar,1,1,1,3,6
R_3O0JaSIhwsWXkwN,4, ,1, ,5,6,48,Caucasian,2, ,p,temporar,0,0,0,1,7
R_1erSKVIzcHnO3yk,1, ,1, ,2,3,48,White,2,N/A,p,complete,1,3,2,7,7
R_2Qxo7o1MCNV9Qpo,2, ,1, ,4,1,48,White,2, ,v,continuo,0,6,7,4,0
R_3oTLjlWXGhU9CjG,4, ,1, ,5,7,48,African American,2,no,v,continuo,0,7,7,3,0
R_2tz2pCPZ9vgfLeT,5, ,1, ,7,2,48,american,2, ,v,continuo,0,0,5,1,0
R_0cVg7iCWMpTpXbP,5, ,1, ,2,6,48,white,2, ,v,contagio,2,4,7,5,0
R_24nEsmK8y8myJKv,5, ,1, ,7,1,48,european american,2, ,v,contagio,0,7,0,4,0
R_2cAarMvLaQhV9oI,5, ,1, ,6,2,48,Caucasian,2,No,v,isolate,1,5,6,4,0
R_AMzPsUfSnThC521,4, ,1, ,2,6,48,Caucasion,2, ,v,isolate,0,7,7,4,0
R_1IQbuDa0QbM2fyq,2, ,1, ,2,4,48,White,2, ,v,partial,4,5,7,4,0
R_qFpbS8NY9NtO63v,3, ,1, ,6,5,48,white,2, ,v,partial,0,5,7,4, 
R_1Hqpu8K6Tfvo0eW,4, ,2,12,5,2,48,Bulgarian,2,no,v,partial,4,6,0,6,0
R_tExFClEuP5QlOQV,4, ,1, ,7,1,48,black/white,2, ,v,temporar,0,6,7,5,0
R_DhOubhL6QrvTL7b,5, ,1, ,2,6,48,White,2,NA,v,temporar,0,4,6,4,0
R_2ri0wUP9Vq0DOy5,5, ,1, ,1,7,47,white,2, ,p,continuo,1,2,3,3,7
R_1djgLMV4jWq9XN4,5, ,1, ,4,3,47,white,2,none,p,continuo,7,2,3,3,0
R_1gb6I9gUuLQsrZh,4, ,1, ,6,1,47,african american,2, ,p,continuo,4,5,2,3,6
R_1LA2WqwCmE7ifI7,4, ,1, ,7,5,47,white,2,Nope. Thank you!,p,continuo,1,1,0,2,7
R_2YaZTAO54B1Hq7t,5, ,1, ,4,5,47,white,2,no,p,contagio,0,0,1,4,7
R_22kM2cASIDIXXyr,5, ,2,12,4,6,47,European,2,n/a,p,isolate,0,0,0,3,7
R_9AjO3PU06muiXGF,3, ,1, ,6,3,47, ,2,No,p,partial,3,0,0,3,7
R_UWRkzbVRsRqscHn,3, ,1, ,6,3,47,black,2, ,p,complete,5,6,7,6,0
R_bxhcxFcnEXBBL5n,3, ,1, ,6,7,47,blk,2, ,v,contagio,5,6,7,4,2
R_3KIXLYt4Qx9KypF,5, ,1, ,3,5,47,White,2, ,v,contagio,0,6,5,3,2
R_A7IqLsj3RaXnoHf,4, ,1, ,1,6,47,caucasian,2, ,v,isolate,3,5,3,4,0
R_b2i5YWjLdruPW37,3, ,1, ,1,6,47,white,2, ,v,isolate,4,6,5,3,0
R_3syyaiFlNO2B902,4, ,1, ,6,7,47,American,2, ,v,partial,5,5,7,4,0
R_1Qi5KIoXQz7oWfz,3, ,1, ,1,6,47,White,2, ,v,partial,7,7,7,6,0
R_325eM6oZozTgas9,3, ,1, ,2,6,47,CAUCASIAN,2, ,v,temporar,7,7,7,4,0
R_1IpnbHy9TY7sYHK,3, ,1, ,2,6,47,Caucasian,2, ,v,complete,7,7,7,4,0
R_2wj1M9ytDtOuLpk,3, ,1, ,6,6,47,Caucasian,2, ,v,complete,7,7,7,3,0
R_pMhfFFkBRgDdipP,4, ,1, ,5,3,46,White,2,Good luck!,p,contagio,3,0,1,5,6
R_2BbtsZ1mvWIYrQF,4, ,1, ,4,5,46,hispanic,2,No,p,contagio,3,0,0,4,7
R_x2RZzLrwgx9nuxz,4, ,1, ,3,5,46, ,2, ,p,isolate,4,3,2,3,3
R_31jciThpr5DWylH,5, ,1, ,5,2,46,white,2,I am reading this correctly that Kim was the mugger?,p,partial,3,3,3,3,7
R_Y3riyreupRryNCp,2, ,1, ,6,1,46,american black,2, ,p,temporar,0,0,0,4,0
R_3O24vguMz8zeUBm,4, ,1, ,5,1,46,white,2, ,p,temporar,1,0,0,2,7
R_zU4lHf7LS5P0T3H,4, ,1, ,4,4,46,Korean,2, ,p,complete,1,1,2,4,7
R_1M3uyO7OcPvz7yg,2, ,1, ,2,2,46,white,2, ,p,complete,3,4,3,4,2
R_12xqWBX5mbZhMTf,5, ,1, ,7,4,46,White/Caucasian,2, ,p,complete,5,2,1,3,6
R_2YPNdw8fF6Mtr9S,3, ,1, ,4,5,46,white,2,no,p,complete,6,0,0,1,7
R_3MgU88Azst2K5Bc,7, ,1, ,5,1,46,White,2, ,v,continuo,5,7,4,3,0
R_WeOefdw3wDWe3a9,4, ,1, ,6,5,46,Asian,2, ,v,continuo,0,5,7,1,0
R_1PRdyT3Jh3bGqY6,3, ,1, ,4,4,46,caucasian,2, ,v,contagio,0,7,0,7,0
R_tGpkfTRxnCjXo0p,2, ,1, ,1,7,46,White,2,No,v,contagio,7,6,6,6,0
R_Ybtkx7TtLwyX8Qh,2, ,1, ,3,5,46,White,2,NO,v,contagio,2,6,6,3,0
R_yrbbLGUS6FxnCoN,2, ,1, ,1,7,46,white,2, ,v,isolate,7,7,7,4,0
R_1pnHAdRt6Qh6bgx,3, ,1, ,5,5,46,Caucasion,2, ,v,isolate,3,3,7,4,0
R_2VOLsoLpEDg9GmV,3, ,1, ,2,6,46,white,2,no,v,partial,7,5,7,4,0
R_3MrPXDHic8ED8e3,4, ,1, ,6,5,46,African American,2,no,v,temporar,7,7,7,7,0
R_325CeMFeMeTEUr6,5, ,1, ,2,5,46,Caucasian,2, ,v,temporar,6,6,6,6,0
R_bOOHCJEKI0CvUcx,4, ,1, ,4,6,46,Caucasian,2,no,v,temporar,0,7,7,4,0
R_3g6Ec5nB3yznLHx,4, ,1, ,6,2,46,white,2, ,v,temporar,3,5,5,3,0
R_32310QjYAipAT1X,4, ,1, ,7,7,46,African American,2, ,v,complete,7,6,5,0,0
R_1q4kYMjJsA3bwOx,3, ,1, ,3,5,45,black,2,na,p,continuo,2,2,1,4,6
R_2cjUGVw5rh3WXYC,3, ,1, ,4,3,45,white,2, ,p,continuo,4,0,0,3,6
R_ALrJBbYPUYSei8F,5, ,1, ,2,5,45,white,2, ,p,continuo,7,0,7,2,7
R_3Mm0eCXSLv2pf1t,5, ,1, ,3,1,45,white/native american,2,no,p,contagio,0,2,0,2,7
R_12l1WW7mwa9Lhsl,4, ,1, ,4,6,45,Black,2, ,p,isolate,3,1,7,7,7
R_1Dxbw51ZOUa2sVq,4, ,1, ,2,5,45,AMERICAN,2,NO,p,isolate,7,0,0,3,7
R_1PdUNHtJWN8uQC0,3, ,1, ,5,3,45,White,2,no,p,isolate,1,1,1,3,4
R_pmcWSQKDiAue2yt,4, ,1, ,2,5,45, ,2, ,p,partial,6,1,0,4,7
R_1Hof5MX5iSegR7c,4, ,1, ,2,6,45,white,2, ,p,partial,0,4,7,4,0
R_22ms5UXXpzqvWhA,4, ,1, ,3,5,45,german american,2, ,p,partial,2,0,0,4,2
R_OPVnnvMKFeDrrQR,4, ,1, ,5,2,45,white,2, ,p,partial,1,1,1,4,7
R_0GJEunAxx1MHO5b,5, ,1, ,4,5,45,White,2,No,p,partial,5,0,0,3,7
R_2YQgK9rcZBitk7e,4, ,1, ,4,2,45,White,2, ,p,partial,2,3,4,3,5
R_2dSbweLJxC0KAMV,1, ,1, ,3,2,45,white,2,none,p,partial,3,2,2,2,4
R_1lzBaAEwZjfmqLM,4, ,1, ,7,1,45,white,2,thank you,p,temporar,0,0,0,5,7
R_3MExvgbJEzaV0Y5,3, ,1, ,7,1,45,white,2,"If background were given, I may have placed less blame on Kim. Without background mitigating circumstances, I'd assume personal choice as the first motivation. In part due to the going back to the way comment.",p,temporar,5,2,3,4,6
R_1C4lTRvVsqBWkLQ,4, ,1, ,4,4,45,Caucasian,2,none,p,temporar,2,1,1,3,7
R_0UR8bS6V3zVC6gp,4, ,1, ,1,7,45,White,2,"The scenario read ""Kim mugged someone"" and the questions did not make sense. Did you mean to say ""Kim was mugged""?",p,complete,2,2,0,2,7
R_2arGAo9Vp7GxPWk,4, ,1, ,3,2,45,2 or more races,2, ,p,complete,0,0,0,2,7
R_2zvU3UKF188YKRY,5, ,1, ,5,1,45,white,2, ,v,continuo,1,6,0,1,0
R_3D7q3IXAwNhnMAf,5, ,1, ,1,7,45,black,2,Thanks,v,isolate,4,5,5,6,4
R_3KDYmphQb0vsaPq,4, ,1, ,4,6,45,mixed,2,no,v,isolate,2,5,6,4,0
R_3JkJvMztIUHtVC4,6, ,1, ,6,1,45,white,2, ,v,partial,0,4,4,4,0
R_0DvAzQL60DBWFt7,5, ,1, ,6,2,45,white,2,it is impossible to tell whether Kim suffered physical harm from the survey,v,partial,0,5,7,4,0
R_wXgyXg2eZtxYrgR,4, ,1, ,5,2,44,white,2, ,p,continuo,4,3,3,3,6
R_R4B60j4kk3Y8aoV,4, ,1, ,1,7,44,white,2, ,p,contagio,5,3,3,4,6
R_1rwtGa6cxT8uncU,3, ,1, ,3,1,44,caucasian,2, ,p,contagio,3,1,2,4,6
R_1YNjw8Mqz1KSx8d,5, ,1, ,7,3,44,white,2, ,p,isolate,5,3,3,5,6
R_3NWEExpnBJTS9AI,2, ,1, ,5,2,44,white,2,NO,p,isolate,1,1,1,4,7
R_2tzoHBbfabE4sAY,5, ,2,12,5,5,44,Asian,2, ,p,temporar,2,3,3,4,4
R_1OHTn8HkCdO2BRH,5, ,1, ,4,7,44,American,2,Other?? You are either male or female,p,temporar,7,7,3,0,7
R_3fDWBXprEsMDhJ7,3, ,1, ,4,4,44,mixed,2, ,p,complete,2,3,1,2,7
R_1IEQQc0lWwb5d7D,4, ,1, ,1,6,44,White,2, ,v,continuo,7,7,7,5,0
R_Tc4XFXCfHxEUEMN,3, ,1, ,2,4,44,White,2, ,v,continuo,2,2,6,2,0
R_ALrR29bkU5P0ZQR,2, ,1, ,6,1,44,Caucasian,2,no,v,continuo,4,1,7,1,0
R_1gpzEMLDYuKuRzI,4, ,1, ,5,1,44,White/Caucasian,2, ,v,contagio,3,6,0,2,0
R_3sgXW1Nf7hJidkx,4, ,1, ,4,6,44,caucasian,2,No,v,isolate,6,4,4,4,0
R_12EjHqA7zi3al7r,4, ,1, ,6,2,44,American,2, ,v,isolate,5,4,5,4,0
R_3DjyX8NCQZrNG3U,4, ,1, ,6,6,44,Caucasian,2,Interesting study. I can't imagine somebody blaming the victim!,v,isolate,2,6,6,4,0
R_1IHhQCV2yjbEeMB,5, ,1, ,1,2,44,U.S. Citizen,2,N/A,v,partial,5,6,7,2,0
R_3LaQ6uvtuuyBvlu,4, ,1, ,2,6,44,Caucasian,2,No,v,partial,0,5,7,4,0
R_1rO1nPVxfYcOfly,4, ,1, ,7,2,44,white,2, ,v,partial,0,5,7,7,0
R_a954jgaU8yNvZ6h,4, ,1, ,4,6,44,hispanic,2, ,v,partial,7,7,7,7,0
R_1cTx1iQMeqYK3GE,4, ,1, ,3,7,44,Caucasian,2, ,v,temporar,1,6,6,4,0
R_9Nabo4WzhupaAuZ,3, ,1, ,6,6,44,African American,2,no,v,temporar,6,4,3,2,0
R_2BsteY0qk83OxGc,6, ,2,12,6,1,44,White,2,no,v,complete,0,6,7,4,0
R_2tinlwi8A9ZpE0d,7, ,1, ,4,7,44,African-American,2, ,v,complete,4,7,7,4,0
R_88tC9CyRKKLsqHL,5, ,1, ,2,6,44,White,2,no,v,complete,4,5,7,3,0
R_10qt76EXQsFoX5E,1, ,1, ,1,1,43,white,2,thanks every bit helps,p,continuo,7,0,7,7,7
R_3LhTu11HhXYeWPn,3, ,1, ,4,5,43,white,2,no,p,continuo,4,0,0,4,7
R_ul7UNQzbzLEtWil,3, ,1, ,1,7,43,Caucasian,2,No,p,partial,7,7,7,5,0
R_3q9f9XzpjKdWRN0,6, ,2,12,4,1,43,Asian,2,none,p,partial,3,2,0,4,6
R_3LX5Gp3qJCGVge5,4, ,1, ,4,6,43,white,2,none,p,partial,4,4,2,2,7
R_1JWvfV5cmBFGnU5,4, ,1, ,6,5,43,African American/Japanese,2,None.,p,temporar,0,0,0,5,7
R_273CmnxWv2aYp0a,3, ,1, ,6,1,43,white,2,No.,p,complete,0,1,0,2,6
R_2P6946YtCGVMZga,4, ,1, ,3,1,43,White,2, ,v,continuo,6,6,7,2,0
R_SPsSdvAsuu7lOZX,4, ,1, ,6,4,43,white,2, ,v,continuo,0,6,6,1,0
R_2azf9UO1XTW8ldh,3, ,1, ,6,1,43,white,2,THANKS,v,partial,0,5,7,4,0
R_1KkJFBaj4ALxquH,3, ,1, ,3,6,43,white,2,no,v,partial,3,7,7,5,0
R_3hGSLjVsUaeCve3,3,n/a,1, ,4,7,43,black,2,no,v,partial,7,7,7,5,0
R_12s4hF5ICZVchmv,3, ,1, ,4,7,43,white,2,i have no comments,v,temporar,7,5,6,6,0
R_9ysv59A4AAGUFaB,5, ,1, ,4,7,43,Africa,2,No,v,temporar,5,5,5,5,4
R_2VayS3T8b68K7FN,4, ,1, ,6,1,43,White,2,No,v,temporar,5,7,7,4,0
R_Wp07axkX0dYKzLP,3, ,1, ,6,3,43,White,2,NO,v,complete,0,3,7,1,0
R_1F4iRh7t7OwEV9D,3, ,1, ,5,5,42,caucasian,2, ,p,continuo,5,4,4,5,6
R_3exzfHKhQr48NCH,4, ,1, ,5,3,42,multi-racial,2,no,p,continuo,3,4,4,4,0
R_3PBGyoyHrBgiLka,3, ,2,12,5,5,42,Asian,2,Thank you,p,continuo,4,3,3,3,6
R_2EgFwN4Y13bp6uL,3, ,1, ,4,4,42,african american,2, ,p,isolate,4,4,0,3,7
R_vGqsTCKqLzER5RL,4, ,1, ,2,1,42,White,2,You are awesome!  Have a great day!,p,partial,0,1,3,4,0
R_1ISI26gyZz5mgRw,4, ,1, ,6,1,42,white,2, ,p,partial,1,1,1,3,5
R_27U1KcBFGgZI0lf,3, ,1, ,1,6,42,White,2,No,p,complete,3,3,1,2,7
R_3PQVPJ11ri6xAaw,4, ,1, ,4,1,42,Caucasian,2, ,v,continuo,1,5,5,3,0
R_22nwYd8d54RizEU,4, ,1, ,4,3,42,white,2,no,v,contagio,4,5,6,5,2
R_29bj8xa8J4jtJ4j,5, ,1, ,6,6,42,African-American,2, ,v,contagio,4,3, ,3,0
R_1NqwChb2wZLNyY8,4, ,1, ,7,1,42,caucasion,2,None,v,contagio,5,6,6,3,1
R_0pOH584vbB783Pr,4, ,1, ,6,5,42,white,2,No,v,isolate,4,4,7,5,0
R_UG9uzhAhQXXqwMN,3, ,1, ,5,5,42,afro american,2,no,v,isolate,4,4,0,5,0
R_4Uc5OioOVlwEYgx,2, ,1, ,2,5,42,white,2,no,v,isolate,1,3,7,1,0
R_6WIvY47eyVFgQ0h,4, ,1, ,7,1,42,white,2, ,v,temporar,0,5,2,4,0
R_1HqRxU2NoKpJEEQ,5, ,1, ,4,6,42,white,2,no,v,temporar,4,5,6,3,3
R_3h9hZtFWii5FTQZ,3, ,1, ,3,5,42,hispanic,2,no,v,temporar,5,6,6,2,0
R_1LznQp3C6hzVDx2,3, ,1, ,5,2,42,white,2, ,v,complete,5,7,7,6,0
R_UxXsXO4h9290ufD,4, ,1, ,2,7,42,white,2,no,v,complete,6,3,5,2,1
R_UMVPYzd9kV9FTfH,5, ,1, ,6,4,42,Black,2, ,v,complete,7,7,7,0,0
R_1j70WMv1SnceOC0,5, ,1, ,6,4,41,caucasin,2, ,p,continuo,1,0,1,3,7
R_3377wZjTAQStEux,2, ,1, ,5,5,41,caucasion,2,no,p,continuo,2,0,0,3,6
R_00NYqrEUnumYVAR,4, ,1, ,2,6,41,white,2,interesting survey!,p,contagio,4,0,2,4,7
R_qEhKwgjtRy1owsV,2, ,1, ,6,2,41,white,2,quick and fun,p,contagio,6,1,3,4,6
R_2rB0BwuDwp6msvo,7, ,1, ,4,5,41,Caucasian,2,none,p,contagio,0,0,0,2,0
R_2s5ynvKeCdw0K4m,2, ,1, ,4,2,41,White American,2,Thank you!,p,isolate,1,0,0,5,7
R_1drW20XRdbyFdWl,4, ,1, ,5,3,41,black,2, ,p,isolate,1,2,6,3,1
R_ulSOfvWZQaEl34R,8,Vocational Nursing School,1, ,6,5,41,Hispanic,2, ,p,partial,0,0,0,5,5
R_2UWzSsARRKLWCWR,4, ,1, ,7,6,41,white,2, ,p,partial,4,4,4,3,6
R_3LjLeyiUHePW5bk,8,Technical College,1, ,7,6,41,White,2,"None, thank you.",p,partial,5,0,0,2,7
R_2U4s1kfXte4Ubaz,3, ,1, ,3,4,41,White,2,no,p,partial,5,0,1,2,6
R_2tDzlOyc3W3SQpr,3, ,1, ,4,5,41,white,2, ,p,temporar,4,4,6,4,4
R_25AsRTMcGibsTmb,7, ,1, ,6,4,41,White,2,no,p,temporar,6,0,0,3,7
R_1qfZOCpyaouCl0X,4, ,1, ,3,3,41,White,2,no,p,temporar,1,4,7,2,1
R_3CW8KL5GLDsu82E,4, ,1, ,5,4,41,white,2, ,p,temporar,0,0,0,1,7
R_1dfT4mHxM6HKHG0,5, ,1, ,7,1,41,WHITE,2, ,p,complete,2,0,0,4,7
R_3n7Wl1svFp7WFUp,3, ,1, ,3,1,41,black,2,na,v,contagio,6,7,7,5,0
R_2q3LV3ysnhpA3n8,4, ,1, ,7,1,41,caucasian,2, ,v,contagio,0,5,6,5,0
R_1q8NTDHDAVnEGcY,2, ,1, ,1,7,41,EUROPEAN AMERICAN,2, ,v,contagio,3,4,4,3,0
R_1dvjl3LFL4A5lny,5,Other,1, ,3,7,41,White,2, ,v,isolate,0,5,7,4,0
R_30tWQ3zVcod6ifg,4, ,1, ,3,1,41,black,2,no,v,isolate,1,4,4,3,0
R_2Bz0C6xILqyFKwg,5, ,1, ,3,3,41,white,2,no,v,isolate,4,4,1,3,0
R_1PbXwWDyXmBUHFW,4, ,1, ,5,5,41,white,2,none,v,isolate,6,7,7,3,0
R_21taexZDMYgGbK1,4, ,1, ,2,1,41,white,2, ,v,isolate,3,5,1,1,0
R_27llNFH4M8NixOz,3, ,1, ,1,6,41,white,2,none,v,partial,4,4,6,4,0
R_AMuB7Ij2xdTTGX7,4, ,1, ,6,4,41,Caucasian,2, ,v,partial, ,6,6,5,0
R_1q4fob2FhPPwW5x,2, ,1, ,1,7,41,african american,2, ,v,temporar,4,6,7,4,0
R_2WZ7Xry6wsnJJ3A,4, ,1, ,4,6,41,african american,2, ,v,complete,1,7,7,6,0
R_WuJvG2gmmfGFErL,4, ,1, ,7,1,41,White,2, ,v,complete,0,7,7,4,0
R_0wZvBjm87TTCQi5,3, ,1, ,7,2,41,White/Asian,2, ,v,complete,2,5,6,3,0
R_0qzmDfuUH5xBSLf,4, ,1, ,6,2,41,white,2, ,v,complete,1,6,7,1,0
R_0W18W0hkmBqpGox,5, ,2,12,3,1,41,Asian,2, ,v,complete,1,2,2,0,0
R_bdg5WjQd6TP1HGN,4, ,1, ,1,7,40,"not hispanic, white, american",2, ,p,continuo,6,1,2,5,7
R_216WGJwwX9EZmpg,4, ,1, ,5,2,40,Caucasian,2, ,p,continuo,5,4,1,4,6
R_3PSNENcYUGJmiHJ,4, ,1, ,3,5,40,caucasion,2,Thanks for the opportunity.,p,continuo,4,2,2,3,5
R_24zMVJUCra5EjRK,4, ,1, ,6,3,40,white,2, ,p,continuo,6,2,3,2,7
R_2rUTi0sjx4wzKDy,5, ,1, ,4,5,40,BLACK AMERICAN,2,"Kim needs to accept her punishment, forgive herself, and strive to become a productive member of society in addition to seeking psychological help",p,continuo,4,1,6,2,7
R_1QEBJWAt9lyBpGv,5, ,1, ,5,3,40,White,2,NA,p,contagio,5,0,4,5,7
R_1gRr7sEzuqbW6NF,3, ,1, ,6,1,40,white,2,no,p,contagio,0,0,0,3,7
R_2zhGthOvimeyBWM,3, ,1, ,2,5,40, ,2, ,p,isolate,0,0,0,6,7
R_2B33OWnnl6tL3Cm,2, ,1, ,7,1,40,WHITE,2,NO,p,isolate,0,0,0,4,7
R_UMDB9ka3fPRPWQV,7, ,1, ,6,2,40,white,2,Thank you!,p,isolate,1,1,3,3,4
R_8itRacxBRcMjKNj,3, ,1, ,2,3,40,caucasian,2, ,p,isolate,0,0,0,2,7
R_1Hk29OJ1n2itwCt,7, ,1, ,6,1,40,Black,2, ,p,partial,1,2,1,4,5
R_10IdKT4rIvcOXxK,7, ,1, ,6,1,40,White,2,The question stated that Kim mugged someone but the questions allude to her being a victim. Just wanting to confirm that this was intentional wording.,p,partial,0,0,0,0,7
R_1gpD5IfK41btBfa,4, ,1, ,2,3,40,white,2,"If more women were armed instead of told you're unrealistically physically powerful or cry and pee on yourself to protect yourself from mugging and/or rape, this wouldn't happen as often.",p,temporar,3,4,5,2,1
R_3IYrPfORCdQPs10,5, ,1, ,2,6,40,white,2, ,p,complete,0,5,5,4,0
R_2zZsBe3Ug7bjbm7,3, ,1, ,5,3,40,white,2, ,p,complete,0,5,0,3,6
R_39Izm4235hGCWqd,3, ,1, ,4,5,40,white,2, ,p,complete,5,4,7,3,7
